RECID,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESUFFIX,SASID,RECORDFOUND,SEARCHDATE,COLLEGECODE,COLLEGENAME,COLLEGESTATE,COLLEGETYPE,PUBLICPRIVATE,ENROLLBEGIN,ENROLLEND,ENROLLSTATUS,GRADUATED,GRADUATIONDATE,DEGREETITLE,MAJOR,COLLEGESEQ,CREDIT,ENROLLFIRST,ENROLLLAST,HSGRADDATE,HSEXITTYPE,HSCODE,HSNAME,DISTCODE,DISTNAME,SEX,RACE,RACE7,LUNCH,IEP,LEP,
900780,HEATHER,,AVILA,,1204580385,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BS,NURSING,3,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,HI7,N,N,N,
900781,HEATHER,,AVILA,,1204580385,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,4,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,HI7,N,N,N,
900782,HEATHER,,AVILA,,1204580385,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,5,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,HI7,N,N,N,
900783,WILLIAM,,LOPEZ,,1078236867,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,41020,La Salle Academy,41,Private,M,E,MU7,Y,N,Y,
900784,CHARLES,,PERKINS,,1497428572,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,B,MU7,N,Y,Y,
900785,CHARLES,,PERKINS,,1497428572,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,B,MU7,N,Y,Y,
900786,BRADLEY,,HILL,,1471462374,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,Q,Y,00:00.0,BS,BUSINESS,2,0.25,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,M,A,WH7,Y,N,Y,
900787,JOSHUA,HEIDI,VEGA,,1462609120,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,W,AI7,N,N,Y,
900788,CHRISTOPHER,,CHOI,,1646525726,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,28010,Cranston High School East,28,Cranston,M,A,BL7,Y,N,N,
900789,LUCAS,,CAMPBELL,,1156496826,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,H,WH7,N,Y,N,
900790,APRIL,JENNIFER,JENSEN,,1564349996,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,Y,00:00.0,BA,BIOLOGY,2,0,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,W,BL7,Y,N,Y,
900791,APRIL,JENNIFER,JENSEN,,1564349996,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,W,BL7,Y,N,Y,
900792,KURT,MELISSA,SIMMONS,,1992472431,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,B,AI7,N,Y,Y,
900793,KURT,MELISSA,SIMMONS,,1992472431,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,B,AI7,N,Y,Y,
900794,RICARDO,EDWARD,HOLLAND,,1553229501,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,M,E,BL7,N,Y,N,
900795,THOMAS,AMANDA,GONZALEZ,SR,1799766130,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,H,AS7,N,N,Y,
900796,THOMAS,AMANDA,GONZALEZ,SR,1799766130,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,H,AS7,N,N,Y,
900797,KEITH,,GARCIA,,1652307350,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,AS,BIOLOGY,2,0.25,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,M,I,MU7,Y,Y,N,
900798,CYNTHIA,,PETERS,,1594161782,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,I,AI7,Y,N,N,
900799,DAVID,,MONTOYA,,1585962156,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,A,WH7,Y,N,N,
900800,KIMBERLY,DONNA,BARRETT,,1195627858,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,Y,00:00.0,AS,BUSINESS,2,0.5,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900801,KIMBERLY,DONNA,BARRETT,,1195627858,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900802,KIMBERLY,DONNA,BARRETT,,1195627858,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,H,Y,00:00.0,BS,BUSINESS,4,1,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,A,AS7,Y,Y,Y,
900803,JUDITH,,LEON,,1532929250,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,AS,BIOLOGY,2,0,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,E,WH7,Y,Y,N,
900804,RONALD,GEORGE,RAMSEY,,1787109566,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,E,BL7,N,N,Y,
900805,TIFFANY,KATHRYN,CLINE,,1356515648,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,E,MU7,Y,N,Y,
900806,CRISTINA,LESLIE,BEST,,1211676221,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BS,BUSINESS,2,0,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,A,AI7,N,Y,N,
900807,KIMBERLY,,BYRD,,1389025343,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,I,AS7,N,Y,N,
900808,NICOLE,,SMITH,,1611345407,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,H,BL7,N,Y,N,
900809,NICOLE,,SMITH,,1611345407,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,H,BL7,N,Y,N,
900810,NICOLE,,SMITH,,1611345407,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,G,Y,00:00.0,BS,NURSING,4,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,H,BL7,N,Y,N,
900811,NICOLE,,SMITH,,1611345407,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,5,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,H,BL7,N,Y,N,
900812,ANTHONY,,MENDOZA,,1000674750,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,W,WH7,N,Y,Y,
900813,ANTHONY,,MENDOZA,,1000674750,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,W,WH7,N,Y,Y,
900814,DAVID,ALEX,BERRY,,1329820017,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,Y,00:00.0,BS,NURSING,2,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,W,HI7,Y,Y,Y,
900815,DAVID,ALEX,BERRY,,1329820017,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,W,HI7,Y,Y,Y,
900816,ZACHARY,MATTHEW,DAVIDSON,,1637222671,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,A,HI7,N,Y,N,
900817,ZACHARY,MATTHEW,DAVIDSON,,1637222671,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,A,HI7,N,Y,N,
900818,TIMOTHY,KENDRA,WALKER,,1522933267,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,BA,BUSINESS,2,0.25,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,F,W,HI7,N,N,Y,
900819,TIMOTHY,KENDRA,WALKER,,1522933267,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,F,W,HI7,N,N,Y,
900820,NICOLE,,GALLOWAY,,1676571609,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,BS,BUSINESS,2,0.25,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,M,A,MU7,Y,N,N,
900821,NICOLE,,GALLOWAY,,1676571609,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,M,A,MU7,Y,N,N,
900822,PATRICK,,WHITE,,1171005697,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,M,W,HI7,N,Y,Y,
900823,AMANDA,CHRISTINA,MCLAUGHLIN,,1403300852,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,A,BL7,Y,N,N,
900824,SUSAN,REBECCA,JONES,,1535930414,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,E,HI7,Y,N,N,
900825,SUSAN,REBECCA,JONES,,1535930414,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,BS,BUSINESS,3,0,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,E,HI7,Y,N,N,
900826,SUSAN,REBECCA,JONES,,1535930414,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,E,HI7,Y,N,N,
900827,TIMOTHY,,HERNANDEZ,,1895860704,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,A,BL7,Y,Y,Y,
900828,TIMOTHY,,HERNANDEZ,,1895860704,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,A,BL7,Y,Y,Y,
900829,TIMOTHY,,HERNANDEZ,,1895860704,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,AS,BUSINESS,4,0.25,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,A,BL7,Y,Y,Y,
900830,TIMOTHY,,HERNANDEZ,,1895860704,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,5,0.5,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,A,BL7,Y,Y,Y,
900831,ALLEN,,JOHNSON,,1750210242,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,M,E,MU7,N,N,N,
900832,LISA,SARA,HUMPHREY,,1347524565,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,W,MU7,N,N,N,
900833,LISA,SARA,HUMPHREY,,1347524565,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,W,MU7,N,N,N,
900834,LISA,SARA,HUMPHREY,,1347524565,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,Y,00:00.0,BS,NURSING,4,1,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,W,MU7,N,N,N,
900835,MICHAEL,,HARDIN,,1370758740,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,F,A,WH7,Y,N,N,
900836,KARA,,CHAN,,1884141305,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,F,B,MU7,Y,Y,Y,
900837,KARA,,CHAN,,1884141305,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,F,B,MU7,Y,Y,Y,
900838,NICOLE,,KING,,1524759988,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,F,W,BL7,N,Y,N,
900839,RICARDO,AMANDA,HENRY,,1218191734,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,Y,00:00.0,AS,BUSINESS,2,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,W,MU7,N,N,Y,
900840,RICARDO,AMANDA,HENRY,,1218191734,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,F,Y,00:00.0,BA,NURSING,3,0,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,W,MU7,N,N,Y,
900841,RICARDO,AMANDA,HENRY,,1218191734,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,W,MU7,N,N,Y,
900842,BRANDON,ELIZABETH,STEPHENS,,1307791755,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,E,BL7,N,Y,N,
900843,BRANDON,ELIZABETH,STEPHENS,,1307791755,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,E,BL7,N,Y,N,
900844,HOLLY,LORI,CASTRO,,1850978512,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,H,BL7,Y,Y,Y,
900845,JOSHUA,,HARRIS,,1794274249,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,I,WH7,N,N,N,
900846,JOSHUA,,HARRIS,,1794274249,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,I,WH7,N,N,N,
900847,AMBER,,GUTIERREZ,,1898972049,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,B,MU7,N,N,N,
900848,AMBER,,GUTIERREZ,,1898972049,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,B,MU7,N,N,N,
900849,AMBER,,GUTIERREZ,,1898972049,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,B,MU7,N,N,N,
900850,JORDAN,,BUSH,,1861920058,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,F,A,AS7,Y,Y,N,
900851,JUSTIN,,COSTA,,1593291027,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,I,MU7,N,N,Y,
900852,JUSTIN,,COSTA,,1593291027,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,I,MU7,N,N,Y,
900853,DENNIS,HEATHER,VASQUEZ,,1815361645,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,MU7,N,Y,Y,
900854,DENNIS,HEATHER,VASQUEZ,,1815361645,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BA,NURSING,3,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,MU7,N,Y,Y,
900855,DENNIS,HEATHER,VASQUEZ,,1815361645,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,16,58030,South Kingstown High School,58,South Kingstown,M,I,MU7,N,Y,Y,
900856,ROBERT,AUTUMN,WILKERSON,,1050573534,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,A,AS7,Y,N,Y,
900857,CARLOS,,HERRERA,,1063475204,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,M,B,AI7,N,N,Y,
900858,AUDREY,KEVIN,SCHWARTZ,,1258400752,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,H,BL7,Y,N,Y,
900859,AUDREY,KEVIN,SCHWARTZ,,1258400752,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,AS,BIOLOGY,3,0,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,H,BL7,Y,N,Y,
900860,CHARLES,,HINES,,1067762852,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,H,WH7,Y,N,N,
900861,CHARLES,,HINES,,1067762852,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,H,WH7,Y,N,N,
900862,CHARLES,,HINES,,1067762852,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,F,H,WH7,Y,N,N,
900863,ALAN,ROSS,GARCIA,,1494922387,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,H,HI7,N,N,N,
900864,ALAN,ROSS,GARCIA,,1494922387,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,Y,00:00.0,BS,NURSING,3,0,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,H,HI7,N,N,N,
900865,JOHNNY,DOUGLAS,SANCHEZ,,1836153112,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900866,JOHNNY,DOUGLAS,SANCHEZ,,1836153112,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,Y,00:00.0,AS,BUSINESS,3,0.5,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900867,JOHNNY,DOUGLAS,SANCHEZ,,1836153112,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900868,JOHNNY,DOUGLAS,SANCHEZ,,1836153112,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,F,Y,00:00.0,AS,NURSING,5,1,00:00.0,00:00.0,00:00.0,15,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900869,TERRY,,MAY,,1809266537,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,W,MU7,N,N,Y,
